ID,issue_description,inventory_item,inventory_revision
7037,ys8MK5ObZvdGRoEk9OIZVoEtQSoN5iSNX9RUpsoKtbgMB1SojOmbHa2JoP61RAg1cQtRWu5Rj7p4I1sYA9oq50F6HHqaww2s5otuIBSyTV1Ju8Awgh1SWz5lKwKPDfewE78dH7Q9rzXk96LIG43O5kVGtIkW1Dvy0EEw9hojR2lgbUmOkBIJlP1el2u9W3IoEjt41YJj,2448,3284
7038,7D8zoYfWvz4lMlNjLHwpMXt7c2lrWL2i4RSygwNWdAHStcXIrRNBwjIjTAWwxx9k7Wr4SZDY4aLLPbOAfcAF70vUJsefaaipAhUWvczSNzHWY6T1wWRUx3mHkWvj4h8d1fKsH1OCms1ItZ6MZnsDIO2G4NvYqPXp1ne2vlu5HOrECeYLZiKQz4UnnDx3F0WXUMQF4Eby,8852,7989
7039,63gxEayk8IFH07S1Prx0zR2UuzNSQVHWXB7bHz9WFf1OSNVTwDytAC7oBLDOMgTmAtty91uZsavUaoChe4fNgXVVDTZ5wuKjLONiegU5TZBjQnOXJfuSAFFnXXvqbyn8QMIMadD8jk4HWvEaECwQ91iFIkLGvodewCTEeC6pcwtZL8QmTUlZCW8ZnCD0S6M5HZVTc96C,1028,1038
7040,yNIJ4KTixbDEbZE4bb8FXgjxSvm7KTYiS6ivQdI3gtJv2D85PiieEAtSnU1IhWYeCevf1Sn7TEinWy5Oxrrmu3eSNQH6m9WKVpsXSdD64lL9bF5zZmV0owtJAcRlKqVTsXSrFh6UnvrJse0HUSg9nfgj5jWzLcvOP1QDxNt1qBN2FkbgmKQ1KWpM1twgKHIL9d30NwUH,5732,6598
7041,SmSneUH0NAL4D3MEMEbMrj2C3lqkSz0JSfDD4NObYT3H9FZAoJkPpW7ttQt2ohiXKBli0IJ8z9yXpvCyMq6IOkd5hTTndWx1vg78d0Jf9laqikE8N5p7kZIjhqBgyffcM6lJxDVWgbJnKxX7OVZirzRWXXaxzmqdG7dl85KJkTaJQfZuTDSdF6vWpPvanig4upgNTv8T,1701,2574
7042,8XYHF17qevUMXJLG5tJtgBxgYl8MahF8T08X8hJ4d6EujhRXBMzOKas6k2te3vQ6pW3hKxIYjPQk7C60UlKNs0y2HCxGypArpHENotMNDbp4KI8i52KSlCOzhAaIACj4Oj407tMkY6KQL3s8EOK6fsGn3PpnSEMB2vqkNHlMpj3o27noScDv2mYfdR7rDjSTtIYZNHv6,6379,9680
7043,Q6zbv5lBV0AbJPWKH6K3IGQj4tjObKqHI4WcqBgBFCNbSS9JCCAzwtzJpPhBWXjKJ3SO24eGaIyG2yRltZLYK1VYEMxbdepscDSZ9uQIi3Yn5sR076R6MLASi4KqGCm5dGnzg2l9IC0QcrdW57dhMsgRDA0FkkBfRdJyFbTFUSyJUtz0axvJjFsukVvgBfYiBU99hoQd,6349,3793
7044,N44W6TL9owy26LuZOtpxEy3PI9uzSwhSgL2y0NZcVB0luJYxPIZhx0TYBoO7jVq2PgVuT6iBUNbC7Rf8l6kKW9fq2dwL8c3AU8WOxodSkYNjYQatJPVmvgfPBp1zJWC2Ubr95QL7cRj7w5RmDDBsGQOycGMIwoJNWUP7iby2EYJd6icFXPwGVTwDM3gyEDKyIWlcqUDl,2379,1437
7045,orHv14nHuh1D2CiLuo4AyBNUVk7AZDLL1MpE5bCmK6Tn7Fei3ejZqOUndxZQ6nsqWqLpXePSmSz1rkXQFYH4ewem2CkICvphOmQR3yLYPQwYYc53aJKifxMkLixU4HQ0mSnEUFWRNspN9GOaHrs2kHBbaqGVB0eHA5vGy0iUw3UxI9kFUXNMYXQfQMon9BQXNhMDUHlQ,1366,3859
7046,GrwOSbFAAnmRtmpQ0mM5Uvn7jlwhuMv6EARjsB3Mi8Amu5yjXDR8ENDUDzoroiQy1pNsVGiyt9WWvAMnxMJr4x2177f2XLhAsMuFsFORedPF0qjCmA4cYi3ExWuYkqahbWniQH5r82MbhxAQXcPWRFlJSpSVV0qyCrndDAwfFMegWcg9VdAHaEPWvdQkzjWHLYY0KgNX,6876,7416
7047,RElEx0JS91ziX7cQsjuLqf0WV7DqzzPnbqxKuqqZbhkeSmAaX3yomeDvOPtzxccKlMHrKRgB3VuJ5VEs7mS6AlB6mB6f70l8EZ3FfTQGXxuRt402KA2KKfJ9LKEIUADCtwEfc8MoWMjN0tMsLEU68byiP34UPHvWtsi7zVaMxOy766Ib7V7QpGER8fPjD2YOaMeILP2z,6440,1295
7048,Jtn0mTudW3KfrmnQ8TF1J5zjhucAQscHmh7UoI36ykffD4f1e4Qiuw8N4DS21uMoaC2JpTm0ZJCjaUfmOkfVb4XzjuakzBEEX0EBBWMLSaIkuZwjhpnQO1NgpCk42BAYE8MjQek2YTDAvwFJ70DJYyzfnhW9vRTRZugvNNTDEu15xMv27a7B809PJq6sIlGHAwlAQU6u,5388,9980
7049,Fn64sawdBVURTivQmgQl4cou4BlumndNe8vWTP8f5okvwsdCP9sad6Fm9L9qzB1Y1GxUxZ7WivpP227Mijfm4Duh3JWHPRp4xL4q4IP0BV1rRztGOxIQgOdxWPboC0HRFvcr8RRaUoljMCQDZP2cJZXjrGToqlyKNkmgXCI6fr62n3lU9YOw7oHpX3918mus0aWlZuqW,1087,9393
7050,6bdf6xf8pRWBNjc6IdCR837NBMhA4Or1qBrqM27MW97cWyNxIdmMUz7DdPdtPfDbkeVL1vuQg0585f0M9u1bmfh0DoN6YN605f21dB5WsWpe39H7YQteomyE7eIMix1T3ECan9t8yesPzD6EgPhIebMTqx483sy4eWkz6rUZhvpJ3iP4hDqTQtyb1st0FuFFpxvdcHHy,9210,1255
7051,ktvDaHi9bzCfovhJ7O8eUwqkdFxwca62XIIFpyRlRFTPDKJ95TJ3zaxxCLjVUwhB2KHfncdJ6XMPdagS5y1JQDC7VUCdO5RfhRW3DoWczA7cOiUmpQaf5YuzIJJSZ94AGqrLDnPRcYTQGjsxAay8fvkJghv3eDDzF6Vh1IjCBIDgFetibWR9L6eUFhog1VxYUdKJNK62,8546,7764
7052,7WsDECxMcHwEoIbAcTdDKpVoMlTkUQaZIZ9HmBdmso3pmQyCrNsmZxlRBD1csM2MqW5PJUYaz0UfwpC5wR3Hhx9UxsGjJA4fwr8PUj3XySwidGfVB6qbTvo3WlcbNzQz6ytFqwkNYfSPAb0qMvhNUdMACF2tGcK9B7mpXZoOVcCxcZ25vvObRDfdlsCl31G5VTODzLTw,1169,3059
7053,21aYinM77VNss7cIDoXCVdVGcJKzGjbbU8LnDNKZY63vsnkQkqHoZE7YfT6YcW0Y3wYtwyF0e7oYjkYyi4PZcwBQAwHuQv7BGf15O1dvlRKcajy54HzhHa5HvIt9rUjsAmSDtdjradyLmjzb8M0J6Z3pktKGIeEQsbcxRvLahHHomueMSSBeeawlsmd9Tdj6YhdLGCJM,193,4167
7054,lzSPDzP7y0ckwRp0FpRLHEiKQERTFQIydEy7SdinuVoteyvLgP6e4zSgRH89i62irnGrdrimGobvayqcSGwzTo3nvSqKejEycGC0rDryrTXQXhGcbgqcJDODtc5KBXIhknSTwzvPY8HAQnQOMNs72moZ28GOHhwUL0quOwqlvbEK5OwGMr8yoKp883bxtgH1Mxya7fAZ,5389,1154
7055,MahddoMABai8pBLsvUV22OUN8IZWIrqjQh8OaeZxksfqSOHxPPtpEoO7GUfVO01Tu9rID6RR4hRJtn4uAmG37AemSAIF9Eiu1L6Tg9tS7cugWEOcauUlt8WteEzCyLRz9hShrkNB2y5fQ7POvppOu7A2zNzbKrdvK4hzwruzgTs5C0dhzlQIgDFBgZrevv0LUKUVZZcE,9200,8398
7056,rbOF08tRmjaVPHzfSW9QEvchk2fIHZILNpVoxbjtudJRv94Nf4GFFov68qe8dlKMaOHjvLr1xPfklLwl7RmNTDGj4YpG6kQIS70g1UcUMPSzIKVx42AL973WIipWgl4M9WRnUPumzSAEvQatD1MEjEJVEdYTpFylUF0v3rcoIYVr6yl2I6ToY0m4N6j01a7ueZupZo0W,4069,5392
7057,5LtcYP2gLtwJMdc5i6HmxrblMgE6cdG6O15bLuhU8VPO7UNQMeG3OxtNuIP1K5Drnz4ViBtxZxnccNn2Tyt7XMsbHrrCfpJCRilIZ2sLuSeaJRvhfWiWMGTaGdN0UqStnkL3ledbFiMEsRS05JhIHx0KOKB6o10DAuxiG25A3GQn3OszLX4KJJm0uAobchxNsIE7ettD,2340,5362
7058,OAhNQAcMuQ7p40I7yGNdhWTC5vKuUbo16l4lSgto8QwgQCNNyh4n0u92reRfzs1TmGtS5hoRWifRjwv3h65xhAALmC3xPNyQYd4KS4SR2mQRPsS5sY83wEvlFiq3o0CItO2G2lkmoo45tt64t8F0P5eUrSFuOYmCjHhBzMCHyVPIJ02VlwKqvM3yuiYkg0YPB2VlL5Eg,9279,9584
7059,C4qWL1ZtIbN6QXOtQRxcl879GQeQKqsnuyK8IYXhKwr6CEm8WcoxtdVE6qP4XJibtjMcMPk24QRyQB7Bof3rC44RcGCbIcKANQMc2JwH1v3cLhx5tNQ1Q1Zyp4AGNIubGQkAzfJetwzQBcF5SHs4LSuW1Xx7Ip3tBbW46xGNEvHdBIxMzFxFZzPxfOJbsLVD2GPkGL8f,228,5005
7060,zaLRVskkID2xTLLiYsoof3ZDk42MGoGSE4AzlO3a0ICSLFxEYhwQ0W95AIqa0Xde6ktYKW6KyOxX0H1fHxyj10br5EydidjdpiVlVY3BkmbmjmF3QKSCj3mGIBcGhdlVoUsSvQKs4w9PYyIT95NYKg4v5PcU5xdHAG7O3wI9AjIw4XsT3JGmQNLIa6XfxzwGT2OS13ZM,7930,2177
7061,YkYI1ihJbwq10x4zy6ZmMKwCcCIac9t3zCyktRFy8oYAZcBaXBEcxKBNxWpyZGqbCwBy8UFh1knhwwmAArDa5RGoBlwXmQZ2768maNbC5hlMhdbBtoxrDQgvqXwXhs4kLvk0y9kxQAfXp3GiKvn7cryrZM6DaEfNnABw2lMuEAbDuJFwQONvE6Hd63alChXLeRuo2Upi,5571,8921
7062,3cQv6QGKwL0tJq2i09KlshmPicYa36ioNKDpMK6Ke1uMVvIDvTdqY7LW0AMd1pQ0mLg8nNVpCAG0xa4xUUpkc2QQ9ryM7cSzk3jJPJai8yoY1UjaGZJgAqYu5Q86YJrjrRP30uiK4GlnO2YpHYFiTwy4fyN8LeJzHEqjEpjV19m3FugD1Ty9DJQ5cVXCgj9Z7wgJLzkc,8347,7427
7063,qTK4zvSKH1pJw8yvHtSgySAM6SNX1CtWKTc6uigmtWbHuyAiUas0JS5YT78gh5SFIT9cf2AiNqxc02cHSpCbU2M1YDmwjAEyEW8azhCcZJndfciaf0N230vQHHEcPN9Nl8Ye3BSumjCKOsV5fMRtwM5NksSrcjNLKa2gEDgdhcPTxkBZvJ6C6PaZDK3LtlSCV1Axzz1b,6694,7914
7064,LT6lZAq35TnKO49dc3JVu5KM76jOj6RfXJEHccv3ezq8ZLnGxWW7RUCPIundacU8BHxEz2AAIQ05PMwwTcaMkUNDHy9rySdCfr6SYiR5WVzBdHA581J7BHYr4t6B2SM0wyZhQeYuLe0PfLjAyDt6IfAXTOXomPCDI8OprcpedZwgRJMsK5NzjPsRxBNBGtI6cwGg64TV,3883,2511
7065,dttdGKCpeqCNe3Q71pOnXtQzEfCqvPm1bTw8hT5D9aPc3PRNP9CoGu1uc3ZkHW3ODKvLGRZhtLo6dx6zNzawN8vrbCgo4U5mhBZtdGG7je45F4Qo7jXR5GBEZEtEvvmYPCZcYNVGtcNsD0lhw1rU7nqb9UTYXBMx2gpDfxQtORid2TBjcLS4ESblV8dE36srQZ0hKiB9,5932,9549
7066,GqFNiqTu6LtRtjEDrhTL0Ri0NcddY3JTTHLvgIZwvJAg78qQcG0epYGzHO9FN0VCBa7mYThjHgaqQB2OwMARDpn4AWnRIUj5x8ehAE1JjRWI8aiFWuTAzD9WwCmCqQbx7f2ShVOsV0swSf6kxh4XAjFu8Iu7czcTzjLchQiAgkp8VNDRGBOIVDwYaITYkQPfXZ6tUdDh,9839,9044
7067,0a3GYvEd1akU7vwwCY6JaQUJk6QU7m8rJbNWeTthUHZz5DbK6haokzdkFtfcetgOb2LgiaRtoYzT1fOheGXZLUGU7nRvyQDkkKXC24lgPr9M9Ksjf87YVHDHv0j5Ig5YVOsqHMoke1JdU4Ux4rQzSoOdHQQBVqYtwl0ucBcSTX3e7jx0fvBaQFFqAOj15nOxcarsEkV2,2486,9579
7068,g4utgicZgjp7crgKuNckWqJGBh1Ew5aJLTiK5QsBYgGoIf79M4zHZok0vos8qXmkIfvJJWOefaM0jf7gj222GTtgsrZQhtVA3gfmuy0zpUm9cuRQrMZxfuezwOab776vFL6C9UwuBCMvruE8aIjVUhfJBp0fYY2sY03QyOQWaovchtIBKcByYkbhpwBTeQWmJeX00xJL,8776,2007
7069,5pvDmShyV5XEUxYVkBN62JSJSDVRLWSz5LovwmKswp5aPFJjbfMI85TwXmui7Pn8nhIIInj80fKNN13N3w0pJJ1A22YJ2mvgC6xr6Aby6OScuGifshoLZ7zdpIQQOZGOuoKQELQ2UBt41ZPvT2bU7kGEHTCxtKkgIEsG5SbhQw0YN4lQ3f6V8vQKiFJuJcJJbMwxqIzB,4487,8991
7070,DLtr0Nsv4OOOiXxiizJqXymq7BIykup53ErFa0P5CYh45MoY9Ik92vfPiDuzE3LKiSVepsIrkNn9QsuuXtybJqDIicgWFZ1IMXVn1JtRA3YoHg8zS9cVFtB2OM5NLvmLWex3WH3NAhbQRYACdrEF6fDdWdYoNgGPQNSntFdLGPViRuk0M3teqgP0aTh2sO9daM9EFWSY,2191,8849
7071,8rKfLl2ibUxliu8cMZikc1Q1HFvguzkUQxhhp5I5AJwpqyoPGnK3znZHbTYGzWymtcVuMawQQmkSEkKSafZHprenXaGWhCFnVK5Od4Dq03mNCHC0IFpU6q7C7rWvTatOh773p5ygctRvERlQYQNbWvqpN3RvhRXaKYpFJILMQI1NZL7pGFWCMS1vQSqvoC8KW0lqlfGQ,922,149
7072,KN4dPB5mpc5UN1g4y1bZiOKq0ikRDk8G6LHo1xCo0CXgPBntJrrPyqc6DNmqbniFdyXCu2DAzxjg0naz51HW3tRQtLknLWNMdSDaok9RoqZAG6FaxwujfMMugHSiRZzckXCik9KU20sMTQJxFJ0YlnqRGS3gRa9O17at3g0xmZrpe9aQ7fcIja07qucRFoCb0dVW0Z3j,3152,497
7073,wL5BxG1njw71oaGdCIEir7XPyAnEZhm3ygopBp7WZcEQd9z5PWXueuVyypMxcwOBKDDHvbcXLrJP3GvzKszCK1YDKz0VdJ3mNDGa6rJy49jwlG5s4Xmt7L1So976lH3BygB0AV3djAIKRmcE4HbGhJpCLxv6uNNxGh8FFFsieJK6DqACh2Bdpxeo08oMk6sVxUEunW8z,4155,8875
7074,mX8s8fwsZ1LuHSDTOGaf7hazIsmQZK3MDwLGpH9JZ2g1JDMvqTI2Y35E7JjP2gSP79qUG7oGGRGFAipFg0kFCBxJ1HIgitQ3jR3JW1otpBvHx0DYeetC5NM6Mhd9yIiWAMftpfsoL0aBPpVADtCDAO7WE77zYp4hcZHlUTt8wF0FwLqhLc5EGfWwOJpri2Pg53i0iuqt,19,638
7075,Q4X2j2Qao5t0b7DUWLoCZ3zUJ3n08bwLECObYWkwaIOUwFclxNYeF7oXFDspPabMJhvYtl69l2lQpfhDbCDuDRGGX1WUn4hAqBLOUD2LRY3NVXrjfoNMWrJ1boB1PlVqUljnUTtYK1doY3u9Jwz9qUn92TxpCA6pCM2uyDPM5zCeNedh3BscwWA98jvAfDVJ5ymLAALF,5286,6345
7076,D0SIwX0PvASd3pM3wORPq1d2jZ2Rh30m5ISJrzxYJQRV1b568HN6yR6MXZjWfjs2KqhuXDL7b3FajIAHe5TZp3yoMGvRPa3kiZKL3Kj45Qf4LgnOZc2jPSNR23iRR4rAAf1K8zNTWYeYX3cpdh2xhTUPL2TAmSmAje3qocQjOiN1yy38a2xuC3crKm8FgMrEvdz39wAA,2772,3019
7077,j9GcbW9Ujte28pBMfCeKDB1IFU9A8o2xdtUdkrKlGLn7k3eJ1xQ7fGPhH7WGX9V51qZOUilx22E1Y4iM0zILY4RWexWnUDOHzsG3dQzTLcFnBYJNYKQh0Kg6YCuhL8cyo7BqxpsjAzA5yoUGoJPKxqQpLJebgSHN9R8EWcZtbrgBKlHurn2CsRB7qWeoKRDsrx5hqQtL,7423,5136
7078,tFKPfkBut2ZFerQAX98viKoxTWpkEb4rSNi5xb14mZhKTmTNRp2tN86jbW6I5bqS8swQJUN6IDIJmderDbTYiKdTQ8eafs9LtOMlzCE6b5lJ0x672PEeHStyOdAK0wbaE7aXR31BWW6niTdcCgiQnfDbfXWWB3GpeLF2Xiq8XCHvVGP49hIUOLwj4923geAcQRIXOkFd,8332,5708
7079,2lXSFYIbWdvwaSZf8Yqwb3CofD71pZcpepTLLm3evFHgre108tmqxCH9itwBaQv7AGRv9OTVfLBWvf6AMH36ww1bhTmcz1DeTKglMG0uaQLlBuOCwwzTXzLOOzNpl1gnIhDk9VyGRIgfkQaxFjpDCuGd8SWW2KIiuhdernDa7sCOTpn7ZZkBLclXajlr9bNGA7uCx6Fc,5183,2414
7080,FTs2KToY7dkGXR6FEHBWbgf5OV4kKdUIf6XRphYSCkdug3kdGr17aJxjywnyYDNeIbla4oagtsT0CuZVvbedlWrVJxd23j49W9lERJibRVOr06hDXSD6iu2wuPRGLimJyUeCIVDl3DLQHAfMQZelg8alHyUC2bPssF2fce4CObDfilpttE0wDAm0325UBBtbyciCHAtv,4868,4570
7081,WF44CfJkTxlcprcClkjkBNsmrFDnltUFSlnh59zZKar50Vx0jEYJM3aJWSN7bg8kcgJED4HmuJalfwvVSNDgUL2ZKeKmv28obHdULtwo7vYCdznkg1oOcbPRnu4jue12KvJXSbKjaYjjw05U1jG3NuL92MqayN4d4g1rqPSErFxD2qewyjsKX7oakKfGvtuMeFoP8Ool,2884,246
7082,MI7HGMr3lPfuF61bHfuLT7UkjxBOyk5G2WugdcDTY1Hfru9rYhGI1GrOxWiTKcFATZ1tLV7pcawc0z3yxT0RexPwogsG3uI6vGLR2QfCjapaTPY7cuf1myggJFEpm0wrS0qtol6hxyrDHydYHuoJPRT7kpIxL0Zso7HcjpT0x7DyGcYUmph1MmcBhsI8dJW7Y9YJrAzc,4394,7974
7083,VROf0HRxKfShfBfG50gVXolFZHEOnl0EaZRKwB1Brq80o0dWokF96GaqqIFtDCJipNHGuUU38enrquajnrkDg1IU9keo5H8pgZLbtXmUPLAccsA6sgGWcFCyFwHJzq80g8KQi90QEQxU0p1Qki6YBlNaXXV6PdejMJ5eiuXspzRMSs7Z41jRujz4vu3Ln4AlvNHruXr0,1731,2163
7084,tLTAIoZ5BY3MznUAsy0MEvzqaEkQphJsHg0nkulOvs2mrjXeWto398I7WnkDDJPePLFTwqZ8MmaW3N80qG362PtIX3R7JhKmcYWgeErpTpqXiwEIouX7PTl9c652Zczobx3e0cWlYOmMjVklzISZKNXJwXEhJzQ10C6u2jSMXviBqYZGWTDRJZdNaurcXzcj8vWgYzsQ,8347,1050
7085,BZpVcY77Kzv8raitTI1zyiS9D4C2rhkxbCYDiERTeZomx9E58pgkY9RcHpSiVEQnO8goCeKO1hVY3qLD0H4CBAYbv562ws7ZJBXzcZ2deRs1o2iaeOsOKOmOjF3GhScIk5P1SVlaOahtShx2WfYhAtP5ZJQXfw6MzkQtnrIInRAtq25CRAtB34H0pTbIFN4beU4rQEPp,3786,2511
7086,4ttfOhNNFfD4S5caDTP9DZWiPW8OvNvDoo9YHKE451IZYjB8P0A5aXMeXKQ2i9c2t9Qo5ES3OUELR6JpU995N0nQbfB74MV5ZQqZTWDKiHqGTBNaAkhjAhp2W9MaDV8C8JwBPuW75yXFJg7aRk6Tow41lxCTKnHMIoHJPLKQNjnMKjtzCvIcYpXMO4acrDxRqK6fZxLF,4217,6806
7087,GEIsrBENQYfpydQ45UvsiKwVfAmNZPkCCsiSEfMYYdwZwBVdPf20UrH6SwMrY0xBycmF470ZIWUEXXjdoJ84XtsUlmASTfAhqvlUYPiRocs7XCi5NsCP13oEuSeS7hGnWwYmvOFYlrP4Bu6iDEFkcvqwGgkGuQUGWFlln6J8nooKntD9V6O2cgKlGlfPo8nVXIi5IV4H,9181,1152
7088,6yGfJWdkuyBbo04AfBb4TpATxeLH0ABH7VjWekcIwDOzT5esBIz2qAxRxxspLVutw3dSQhg4jSHPbK919dFsKJb7iSiq1x7aTeCabMbem5TX2hzmy0prPCjncgu78zDwVr67HjZwBlFPzDEAc62AHPLQ4Z75cefw1hCLl2fOa2pn6TxYcueC7CoFfpCsleUhGTXSB2Yj,4348,6323
7089,jOjhUllics9cyz26p50wn6iIhm5fXjV4lUcZf8VbGCBmhnfiZEMcto9nqbArpGL3WF1dWdbrkZqk45l4GXFTW2L7UzsE8nvA1IQcwCM6mf2U8Ztv0GkSA1gd44IhuWt7nqtvpIHEKJq1A095F7O2Cd99mwi23oLQw4qSq7Gr8gH0LodD4NbwI04KqtJ2kPLg7aFFKrPH,8575,5355
7090,4gVIy7Tf7pMZI59gl6yNGsUl3ujX2N8U5k6Yyi5LjFSfTiRJFoFSSnaMLuPDY6mtr2dh9lrDBnoBZzRUdZROIpBSKuNDS1wmdjyaFuKe6CRp9ZwWd4k8pXlB1LXPYouJ0Bh0A0PsPwSFYVTv70jYRy7F7xj3X5GRSHy716Vmo1t2Ffmf2lRhEV1CEc2NRVVUpAxRhV3A,5053,9537
7091,taEEAcKDBvnjM6Pv3YEHVTgZMErV8gsRBHlb89cZCOTkqGx1Bvce6Xla4p15uzEfDVhFUyx36oFH96sGQ0TNDNVofLhSIgpNJygUishN7jiRSeb76vo4f0czA3jJQfvZ917LZXhiTGQdpDWBtjWW1vsSVrUpJY6cyISagQijNGkYk8K7giZqJYhNJpzsD1Z5Kyphv5ed,158,7904
7092,JvKTsXgXJk8PSZkER1b0fWrpOvSnLlD5pWPwDz6bLqsy64fQ6qnnBKRxDeF6E3LhhCj6KxBb49pyn3tTQCqe7Z3fEctiuAWRfLQ3ViFJpMtCfcJKvvqCNqjIIE2sEcr4mXTcmz8r6gzvq1AlSiw8UUEzlIuRqXEMfzZHJqh6x8Fq0xbRDQZfpsjSSe1eErBjbmQ1c2cl,214,8509
7093,LVPY8xqdNZ8jgwPGzozD1G7gONgkyKyxezhOD3gDxkdlk2GemVDxw89EYsKuQGpClKFrPAD5IwPQmV5VHC8cHBBfzc0Usvwr5aAZxZOlRHoAtscCwznNHM5kJj1xKtNX9hVLVghsyWK9WAwHAxh3IjjsfaPOhabi4RBLXQrQR4ZvB5NJwuxWLTOa7mq4QTKY5mFF9ltt,1040,2813
7094,lNKyrkNGcxnEXkCkNvkwA8uAzZ0HJKADQ3sBQJ5GrJ1Xu0OfDYX8JTRndJ8RuF7Rwjyd2BUE0dE0GWQ8LVEuxC36mEhGKnWmMjkLCumBDTIpPbhG29GZAMdup21ydN3MHcngwE6asCqe3NqLhbNLg7lAGzfK2yizZ5iwxAUyDpq7f91cLqQB9sqK0na6jvi3e0E7p3Xg,1164,4169
7095,H1QoeG8D9MhgzrPX6KjXOSHwdo43wRTt4kly4MJU8gvVW7BXsS7N7tLztdKzLFRs3xlPGaduBPZsgvafnhKeTFwLZvFaBTI2ODciVvRRzNLrUcT7DoLo4wYxBa0UVCsrHgdcT2K2P3oG3E06cIXXHd8coph4476wfekx80oKeTYBIS36k31NoVjniBxoVP8S61lZeC8m,4844,2079
7096,2yF6TWvkUAFtIJ46P6C9zPVGFQqdbh5Psbcvilra2u47MMtbfhxBjeXnd81DpSIxF0AqrJYoOlHEVX32gP83u4qOEzRktouklG2WMDtVJIw7XSSFE9haTPDLJvl22y4k0gdOfhqdfnulHt1whLfuHURWDrNab1dVNLG0zEkhSE5qebDa4zVqSKdgPGKyUQBnJZX5nB7d,5992,9738
7097,bDZl1mnwfmgwCDrjks3wMCCRgFDHx322FUsaHoPhKhuZHXWUNDaOjzvZAHEwif9mtorrURc6dWlpRnJIst4tcnSQiTa9jc9ohIpdqp96levNNFHW76DylPKFVaIA0cWAX6HJ7qcDu7I72FCcMDCnZKDR8jHPg8FIIv0R88ZQdAEoHMNPYpyxaslM3zLYiNhv19zGPveO,6520,7620
7098,KYFYKvV210KSsZKnXIwBrPdTwHXHAmLkIoiMHepZCqWrliQZ6mXWbnD45wlDYO1OpjJD17f3dX8B3vrN07KYOyIflnRV2lBxzHCBZNh8Ge3EoCAJEXNbDdA0aocOqKA1WLLwtpynZLRu5E1jmHQeYktVHLkuuTS5eBsc0OZZjkB1LQ4Wx2lj4fdwc0piED2G3WP4WYsY,7032,8589
7099,5xi1J1QO71rtA8h6AAi1Ufr48zAA9YJN1DkpNkqyR0GAZKVRWaXszzhaGo3U0QOire17Y1sZUukdZqfxdsojAbXBgJjirV7BlhS4SX3fr8YFPDAZJF0IlpiQGzbORKr8xj22XkfGzI1CCSwdIKYmezZ59Cyc6oNgQZRqKIBjkuSdxfNxD8FHvFe8J62VwCKK5UvnAGS9,1462,8340
7100,Cug6IdyAZ7jGvL5TgNPpxhkIhctkx7qF85CubNyZgvnMlzjkrqjEudCeJYYptONbRdIzIL2SZ0JB4Xgs3J2GXlVe3ikDzIqSiL5IqtbgyRo3UBjw1pwjVGDpHn6klycRJ0ctcXBJrWSG6bK28xLJVG6cHPADx15AyXudi0Tenn29y7tqcDlxmT5D4AlNX8VzbRRjrrTI,4885,7079
7101,grO6nJgUltQHYfbqihOGHpSCigqJ8uucS4xOy8WbrCWliT3vIAIv3Xk0ZMXHdWW09xydsN2kLxZETqdPn4B7l8j5T6ymkP8UqflveZD5IikG8ghssIdiUYPBO3KvYPA6zEYxEsvN1GzDXc6xZG4cvZ9RQkgkPRg2hoR3HunAWQrOjLov7WWSViKZEHgeLL7kj6ftLCpo,4554,9021
7102,FervrE6un24Og9d1zANJyLSHomq5k4rszbdprTabibiEpUagPTNpbSF3MkGEYAKsLMYEgyJfjvlWnNbTMKpQqBQhWjdHMVDhRz3d5V9bJrFprsQ8Ix2OV3BK51s7UCTOsDFxU8X0KOG95lznSe8ZdyMXxsiEnCGHY17oncoKZBEGwCOTCEozE3v31s9laTNHH9kEoLAz,8545,8113
7103,AcuGkveOBiXRDeGDx4cCuFy68xbKp1Ez8P3TJvHOHLSou06G8kYFWyE4nyHxTTiKdhSxkw4BwO4ixJLI0ULEd9cJL9pUnU4xnIKMhJgLqWSI3fHem968HdqeFIllHjYcTG5p88kryAYHqUPq1KsoX6qJbqHYh4DH70zxkcfnYOJHFjyu35t61tEXavNS1LK36QJzfcFZ,6566,680
7104,QIwjE11XflLGQOvcWyONwMEQKya8OazTSxd5k1rWbepiszA4EDFRLbRDEgYPb2IFw1ycu01fG2wSgghUxf4LUiI1fa1Ecc4iVkw0BhKNMkKSo8gh8Eb586uOt77U8wDo7O66urTPVq9uX0Mg4TGYA9kZzhHDkzOZggUaCkxQvLkR7A02vaappon8ohGMkPpfcjN1fveU,5200,8310
7105,nzZSbzrOSJZjt12WwedkqfgEyYw9X95GJ0ByjVGQeV6fF2zV8I9A05IHSUdDDs0TOTa30ExaYNFUjA95iaBO95PNr4fO1CMwfmRvc5f3VimnzyhRUienrlUSDML6iijVATz6tNdm4H3aSmY3WN4ThjF3S8rQujUw9Rmg8kiHE1sjr3AbxSjVoQxbN5ovfM2VwHbBA25v,6677,7888
7106,Oq0gLZ8Qcc99IsdLSD6wl29Xwkb8b5Xxp1BHkrtOxOtaVx8siyj1z2LVqdtl89zhEMTQrWklTr9WJiB9lsamVf8xqqaG8IQxZMVJdsBLO8iH3yMIct9PjNLjNgkB5dnLbM77N2f3qOYX6041dSoOJANLAv57HAQuUXqq1P4kNFiVzxmWlshnzYCa8v6b6hwq8nDjKNAN,3792,750
